Shipping_ID,Shipment Date,Plant_ID,Sales_ID,Shipping Quantity,Shipping Method,Delivery Status,Tracking Number
769f5fb3-cba2,2023-10-09,003B,8306dcc2-21c4,9.0,Sea,Pending,a4205d31-b672-445f
6e9f2446-480a,2024-01-15,001E,f3eb0aa9-2c24,2.0,Land,In Transit,b6350c56-ebf5-493c
94fba97e-8872,2023-11-04,004U,ae429275-fbfb,2.0,Air,In Transit,77acd66a-2159-453a
6489f5a7-49da,2023-06-02,001C,9db2d404-6bfc,3.0,Sea,In Transit,9909616e-e6e5-488d
5cd1d0ee-cb76,2024-02-11,002P,b2fa7c83-79c7,0.0,Land,Delayed,40a0423e-2477-4391
bbb02236-458b,2024-01-25,001P,c64c8ec8-2954,0.0,Sea,Delayed,e3d00380-98fe-4f19
0a0f93b3-92bb,2023-12-30,003B,d32d4084-da8f,10.0,Sea,Pending,fd1e1a89-7031-480c
29da7a52-56f9,2023-11-02,001C,63cbceef-b87f,0.0,Air,Delayed,aab358c8-8eb3-4ea0
26eb2027-4120,2023-08-23,001E,d3ef77f9-f2cb,5.0,Sea,Pending,95982200-bad6-4ec6
7875d971-50dd,2024-02-01,003C,10cfd003-807b,1.0,Sea,In Transit,b72596a9-87fc-4177
e7ca4737-1c7c,2024-01-28,005M,62dbc568-2ee7,7.0,Land,In Transit,283ca1b4-95c5-4be9
69379c62-161b,2023-10-05,005M,8fcb82ea-39f6,1.0,Air,Delivered,c92d5635-b4da-4009
2e5ed0c0-4ccf,2023-08-16,003B,5461b8d3-d319,2.0,Air,In Transit,9998bff0-b46f-49c3
3fe67aa8-2b07,2024-01-28,001P,6a669ab0-b175,6.0,Sea,Delivered,9fd8065d-8266-4e33
d1a4356d-e21f,2023-07-27,001E,a3568300-e66b,0.0,Air,Delayed,a799fbb1-d4a3-4507
e9f83d29-339a,2023-12-23,001C,18adabc5-9d64,,Land,Pending,94e780b0-d8c4-40d1
bc3d3090-cd59,2023-12-08,005M,e6b7d132-ac9c,14.0,Air,In Transit,6a00d15c-e963-4999
a7652ae4-46c0,2024-03-06,002P,b16cdecf-2b5c,10.0,Land,Pending,c04b5909-bbb9-4131
4abd2a37-9e26,2023-12-24,003B,994fb3f2-034a,7.0,Sea,Pending,27bc20a1-8e6e-4072
ae1ec017-2439,2023-10-01,001E,00b80bd2-f712,2.0,Air,Delivered,676f9ab5-6592-4549
09a390f8-0bef,2023-12-20,005M,8128abe3-e31a,6.0,Air,Pending,f8b375b7-82e0-4a40
5a862cee-f616,2024-02-17,001P,d666a8fc-bd4d,3.0,Land,In Transit,2dc48671-3caf-40aa
5c376302-994c,2023-10-18,002P,384f333b-3e11,12.0,Sea,Delivered,2e916f0d-aaea-4eb3
43acb143-70a8,2023-12-05,006P,90d9be7f-88fb,10.0,Air,In Transit,8c9481fa-4d70-4d28
eb434b4c-a98f,2024-04-01,001C,c29bca17-6083,0.0,Land,Delayed,2e7dc57a-caf5-4ef2
5825901f-f299,2023-06-02,006P,67fa3df7-12cb,7.0,Air,Delivered,fbe0ecca-9b6f-4efc
43acc193-37eb,2023-07-19,002P,48eb5eda-9de2,11.0,Land,Delivered,f8925f75-eaf8-4fe7
7f8e44bd-3d6a,2023-12-07,002P,966c8f72-1dd0,5.0,Air,Pending,e8e1f7ba-131e-4d23
6d5c599a-5559,2024-04-25,003C,64ba3194-dc87,3.0,Sea,Pending,b30c1887-59d8-4be8
97e026ac-e28c,2023-07-18,001C,4f713351-20af,4.0,Air,Delivered,c956763a-539c-4484
1df280ed-6b34,2023-06-23,001P,8e1daddf-9a9f,1.0,Land,Pending,4a1759e1-d13b-4b06
211a80f6-2a14,2023-11-24,004U,4ced5efa-ce43,1.0,Air,Pending,c14ae5da-9ed1-462f
f347d47a-476d,2024-03-03,003C,c7145dc6-7ff0,2.0,Air,Pending,b245cc64-764e-495d
f191af77-ebb0,2024-01-14,005M,ec094e9d-b5ef,2.0,Air,In Transit,f198d0e9-9744-477f
f54398bf-bdd1,2023-10-15,003B,0d349742-114c,1.0,Air,In Transit,d2d979e2-37fe-4afe
f9ec06a2-c30f,2023-12-31,003B,649ed745-6ea5,10.0,Sea,Pending,120d5dc3-becf-4b51
b7ee48f3-5eb4,2023-10-16,003C,ec8cf237-f1f2,11.0,Sea,In Transit,c7c0a10f-0142-4cbb
1d8c443d-c635,2024-03-09,006P,d5489b24-e925,10.0,Sea,Pending,6fd66584-9d0f-4096
1d271ead-3b42,2023-09-15,003B,f6e662f5-b6bc,12.0,Sea,Delivered,d8fa087e-e437-4187
882d5296-7188,2023-07-11,005M,cd8307fa-9e41,1.0,Air,Pending,e1d3089b-f6b0-4602
22e9167d-dd47,2024-01-08,001P,93c62606-b332,8.0,Sea,Pending,75e4380f-233e-4c57
078b6497-8648,2024-03-30,001C,3385c7e3-1e51,0.0,Air,Delayed,750c1817-0af6-4709
52858e18-2408,2024-02-28,003B,5f4a9a24-a7e9,0.0,Air,Delayed,3b780d88-054b-41cd
d32a3d10-2fd6,2023-06-03,001C,50bcdfb5-079e,,Sea,In Transit,1c1d8db0-1d45-4ae5
fa3b8041-4609,2023-12-06,006P,a6cfdc1f-98a8,8.0,Land,In Transit,d3a0b7c7-66d0-4fe4
59a9b62b-6575,2023-09-20,004U,acda40ec-4ab6,10.0,Air,Pending,df61abe2-9b35-43e2
48e560eb-4116,2024-03-02,003B,d56872e9-df74,11.0,Land,Delivered,aee61d43-263a-41bd
cf52287c-6841,2024-01-31,001E,876aaf8c-ce54,9.0,Land,Pending,a26d7808-c1a7-4ea8
b694b006-b2ae,2023-09-22,001E,569029e7-c8b0,7.0,Land,Delivered,65647b9f-b090-4725
65039e29-cf41,2023-12-22,006P,929e9b39-0bc6,12.0,Land,Pending,d316a734-50d8-4b71
8bba4115-38a7,2024-04-27,001C,d0bcb517-6568,7.0,Land,Pending,fe7b7fb8-65ab-4b5e
e14f5403-a191,2023-06-14,005M,ae1eca8d-6dfe,5.0,Air,Pending,e8388fe6-c714-4b2d
2a815d82-341a,2023-11-14,003C,c5419f19-cb65,12.0,Air,Pending,4f5bbeee-daa6-4eaf
c2a3c1e1-9dcb,2023-08-08,001E,65d4e88f-00b8,7.0,Air,In Transit,c91dcab9-f879-4811
cbdfa0c5-26b7,2024-01-10,006P,f14b0cd5-08d8,8.0,Land,Pending,ea52b39f-fb7f-423c
ec541186-e161,2023-06-04,006P,e69646fe-15b8,,Air,Pending,7d5247a7-7b66-4e25
c03df4c2-43a5,2023-10-14,003C,c7b724bd-4996,10.0,Sea,In Transit,d1bed668-07b9-4ed4
060c142e-aed4,2023-10-02,003B,d77de9c0-d978,9.0,Land,Pending,48d8adc5-28fc-4909
9f262e70-e670,2023-06-26,001P,d09b772f-f26b,,Sea,Delivered,c37aeb0e-dd17-4d1e
fb11f672-22fa,2023-08-17,004U,b8431131-a034,2.0,Air,Delivered,f796f4e2-350a-4c34
3cd014e6-1fa9,2024-01-02,001E,aed1e35b-75a8,14.0,Land,In Transit,1d4d127f-eb1f-4bce
d2f8e3e2-c162,2024-03-07,002P,e3dc23e1-52cd,5.0,Air,Pending,49ca7ddf-fa9d-4519
74424a5d-6e02,2024-03-30,002P,bb9c88ad-6219,3.0,Air,In Transit,52b18087-56d4-43d2
695d77ae-9810,2024-03-30,001P,c3a3cadd-c814,6.0,Air,Delivered,1a404d94-dac3-4e35
9fcbedbe-753b,2023-11-04,003B,e18640a2-1c29,0.0,Air,Delayed,98bc072b-749e-4866
50693d5d-4e12,2023-06-11,003C,32cb9443-a3e9,1.0,Sea,In Transit,f64e9892-a2c2-421e
0d6bbdbf-eb1c,2024-02-28,005M,de1359d1-5c50,0.0,Land,Delayed,396e67ff-cecb-4e5d
3864660b-9b26,2023-12-30,001E,176c7631-dc03,5.0,Land,Pending,09837837-6505-4572
8a0058d3-31fc,2024-02-29,006P,c1f7150b-2dc7,6.0,Air,In Transit,38794162-92d0-4034
8ad66b75-feaa,2023-07-15,004U,2efcf8cc-7ecc,0.0,Land,Delayed,73e20d85-cef1-48df
cc600dd7-4754,2023-07-26,001C,67c2f308-52b6,7.0,Sea,Delivered,142bae83-9234-4e88
58e96f4c-c610,2024-02-19,003B,3d1fa6cb-01f2,,Land,In Transit,273e7fb0-f4b7-44a7
63df77bb-579e,2024-01-23,005M,26fce84b-a342,1.0,Air,In Transit,85c278eb-a0d5-43bb
6c7e276e-6f60,2023-06-09,005M,f1210e93-e9ad,4.0,Sea,Delivered,27f1f5eb-7f75-461c
cd5446d3-4a41,2024-02-09,003C,68e21056-b18c,2.0,Sea,In Transit,b8d5479b-de57-4e0a
de83d73f-9a6c,2024-03-21,003C,8214ca5f-7076,,Air,In Transit,af80ae90-c706-4b73
afe9fffd-3fa9,2023-11-25,002P,b0099fee-b3fb,4.0,Sea,Delivered,20fe4b9c-6fd8-499c
8e8c9ee4-9ba7,2023-06-03,004U,e03f04b4-c15b,,Land,In Transit,8e2bc8a2-e9b4-4714
ff3e5ac5-176f,2024-04-15,002P,8d376f29-6b97,,Sea,In Transit,e0566787-8c69-4cd4
2459bf1b-cac9,2023-12-22,004U,08ddb18e-6fdd,12.0,Air,Delivered,ec85f237-5a80-4ef8
d48d9364-0ef0,2024-03-07,004U,eb0103dd-191a,8.0,Sea,Delivered,2efefad9-f9c6-4cd9
191cea18-31d8,2024-03-22,003C,2a6a7f91-ebaa,0.0,Sea,Delayed,36f53578-164c-4ab3
6a583e96-09e3,2023-11-29,001P,4a0c8443-4acb,3.0,Air,Pending,3b61e43f-2f0b-4005
f7318b8b-c55d,2023-07-03,001P,bdcd6362-fe90,10.0,Sea,In Transit,6cbfebbd-175d-4807
599ba95a-f555,2024-01-21,003B,cbe2cae0-5f7a,,Sea,Pending,9bda8e4a-9445-4af0
e016f77c-20c0,2023-08-25,001E,10efd14c-e91b,8.0,Sea,In Transit,54667123-3e6c-4efb
ab10cf6a-73ea,2024-03-07,003C,044b5e2c-b317,12.0,Land,In Transit,ac90442a-e01e-4114
4e30e514-eab7,2024-02-03,005M,bfe80f9a-ecae,,Air,Pending,056b46ef-d967-465a
748a31cd-b1f9,2024-02-28,003B,f47cba2b-da35,0.0,Land,Delayed,193350d0-f907-4672
e8458b2a-31fc,2023-09-19,004U,cb74c586-179d,2.0,Land,Pending,cb77256c-a51a-4ec9
5f3f6723-7a0e,2023-08-09,001C,cc95682d-16b8,3.0,Land,Pending,65efa590-63c6-432a
be64f5bd-7bf1,2023-07-10,004U,db28bcf7-3fb3,2.0,Air,Pending,91f2bf28-a38a-4a7c
3fc87501-ef0b,2024-01-18,001C,2af57587-c739,13.0,Sea,In Transit,78ad90e0-ef23-4a89
c7ed31ea-0233,2024-01-04,001P,ec186f38-9ac6,8.0,Air,In Transit,d76dd028-71df-47c8
0d9e6f2d-211c,2023-08-23,003C,0968e621-f53f,0.0,Land,Delayed,3d64a35e-bc0f-404f
75114cfd-ec2c,2023-10-01,001E,7ee6f58f-bb1d,8.0,Air,Pending,4d4f6c3f-ecc4-4b15
78058fa4-9308,2024-02-14,003C,f0125ee7-d8e7,11.0,Air,In Transit,ab695810-9ea9-41d5
88eb3dae-5070,2024-02-08,001E,0a04298b-d421,,Air,Pending,6f367870-3c22-45b8
a7202b15-02dc,2023-08-24,003C,154db0f9-f66f,16.0,Air,Pending,db903782-303b-4f2f
da1b15a8-dcaa,2023-09-15,001P,cf9f4073-ae05,0.0,Land,Delayed,904d101b-5b6f-4001
a171a059-66f0,2024-01-26,001C,0d901ae2-c868,,Air,In Transit,4454a8c5-55e8-44f2
8367351a-49e7,2024-03-04,003C,f3a4a297-2cfd,0.0,Sea,Delayed,78d6af34-acf4-41ee
2e76e096-d9bb,2023-10-28,005M,4d533a27-db04,8.0,Air,In Transit,8da981d4-23dd-4b13
63eba8c4-a2b3,2024-03-29,001P,c7216f35-df49,0.0,Air,Delayed,7b964775-3dfc-4425
058d798f-5494,2023-10-18,004U,8c67812a-d291,0.0,Land,Delayed,86e254c5-02ad-4bba
46988cd4-8e55,2023-10-02,006P,7b7dc999-c069,13.0,Sea,Pending,909d1ba8-ded6-48c6
69a0fda9-4204,2024-03-29,004U,5002c23c-e75f,1.0,Land,Pending,bcada49c-9470-4f38
2c8079a0-c85c,2024-03-18,001P,56f5c160-f71a,1.0,Land,Delivered,5e821f33-3db0-4ee3
371efe28-a2dc,2023-12-25,003B,a2b40584-4bf1,10.0,Sea,Delivered,aca7310b-bd75-4ca7
08c09569-10a7,2024-02-06,001E,23c124e9-9f21,6.0,Sea,In Transit,c0c87525-dc20-4376
bd6f4a03-5282,2024-02-27,001C,82273972-f8a2,0.0,Air,Delayed,7bb31388-5888-4829
72360cc3-60fc,2023-11-06,002P,4c4934ae-6bd1,14.0,Air,Delivered,2e7c7eba-3ffc-49b7
a7d10953-931e,2023-09-02,001P,75f2f91e-0678,3.0,Air,Pending,eca23671-31c6-4a74
0e74f77f-10e3,2024-04-26,001E,7f1ef17b-4e0f,2.0,Sea,In Transit,a5a2680f-72bc-44bf
2f40c37d-9779,2023-06-20,001E,a665ab51-79bf,9.0,Land,Pending,3fce6ff3-f2a7-4c4a
c543087d-3a5b,2023-11-17,001P,db2a9502-be48,6.0,Land,In Transit,939ab83d-0aee-4bca
2609db20-932b,2023-06-26,006P,7c9a51fd-5714,0.0,Air,Delayed,4d06763a-3b13-43b5
553858e5-8096,2024-02-13,002P,9a170468-b7f3,3.0,Land,Delivered,5bedd08e-4529-44d9
b05ae68f-3b72,2023-08-05,004U,acf3d730-f748,1.0,Air,Delivered,45962468-d03a-44e6
d81b17ae-b811,2023-09-23,005M,1bc687fd-761c,12.0,Sea,Delivered,d3b445a8-7fba-4062
26d761a0-7db9,2024-01-30,002P,41ed9cbf-9a63,9.0,Air,In Transit,2577a8f2-7379-45ed
069da851-22da,2023-06-13,006P,f7c329a4-f0b7,14.0,Air,Delivered,b5a988ad-0f56-4811
383d39c8-c020,2024-04-12,006P,4d894432-4f76,10.0,Sea,Delivered,70130512-8935-486d
a9ba1853-c772,2024-04-23,002P,2ffed8e4-f04e,3.0,Sea,In Transit,d0d56536-323a-4c98
43ac5b3d-943a,2024-02-06,004U,00e4c487-2f27,3.0,Sea,Delivered,e10ccf70-6e52-4ddf
1ac0bb5c-3c21,2023-06-25,001E,d90d78e3-8827,16.0,Land,Pending,2c2e4a58-cd67-4257
94f8b343-43ae,2023-07-15,001C,900e71d9-60c5,,Land,Pending,08d0dc89-d10b-401b
d1c3bc1e-cdda,2023-06-12,003C,3c0297e2-7168,6.0,Air,Delivered,de75977b-9f83-47d1
85a942df-2dda,2024-02-09,001C,65bba5ee-5368,8.0,Sea,Pending,35a49f03-baaf-489e
6b3b1d2f-f1ca,2023-10-31,006P,d54c0601-c42d,0.0,Sea,Delayed,f95432a5-b710-46b5
fa81f925-835e,2024-02-10,005M,2b8575b2-56ab,4.0,Land,In Transit,c61f07ce-f1b6-43f2
e0b8ffb7-3d05,2024-01-22,001P,5d3a4d4e-dd05,,Sea,Delivered,05599de7-05ca-49b2
dab141d4-4c9b,2023-08-15,004U,52c06a51-b5f1,1.0,Sea,Pending,4d424d35-6191-41cc
b5211776-fbbc,2024-01-03,005M,acae1798-1dfd,,Air,Pending,b7427269-f0fd-4ee2
6901bb84-f588,2023-12-02,002P,81befb50-1ae1,4.0,Land,Delivered,fccc7661-dc7c-4dee
34f4fb19-9e6a,2024-03-29,004U,5eff2f8b-aafe,7.0,Sea,Pending,e67e9654-e9d0-466b
79bef433-ad99,2023-10-03,003C,8ae2342c-b502,4.0,Air,In Transit,c587fba7-2f6a-4901
62bf7233-22ab,2023-09-14,004U,b16b7111-0624,12.0,Air,Pending,a414c82f-d353-49b2
7ba6791e-9654,2023-09-17,006P,041e1a92-d7a4,0.0,Air,Delayed,4ee4c72e-55e7-41ec
d6fab879-efb0,2024-02-03,004U,71972bff-59a6,2.0,Sea,Delivered,15e2163d-4d7d-4a43
76c82c82-c8e9,2024-01-30,004U,249db9dd-77fc,10.0,Land,Delivered,d193b31d-9546-410f
fd120859-2278,2023-09-04,004U,0591529e-0ad9,8.0,Land,Pending,3ad84011-e987-4894
f1218c90-1960,2023-11-04,003B,5048dc0e-83be,1.0,Air,Pending,0adc311b-786d-43e4
f73be423-9f36,2023-09-18,003C,2a75470d-2072,0.0,Sea,Delayed,cb683257-7fc5-42aa
9f7e64f5-bb39,2023-11-13,003C,d0b4fea5-19a5,6.0,Land,In Transit,f81305da-dc43-4445
f2f8bc54-2124,2023-06-28,001C,1fedae18-f936,0.0,Air,Delayed,8c387933-a94e-4955
64a8127f-d7be,2023-12-22,006P,cd734e0a-329c,0.0,Sea,Delayed,43393259-5826-4666
c9a925ad-1336,2024-02-19,005M,63356151-461e,13.0,Land,Delivered,386d9a66-427d-4275
756b0329-2aa7,2023-07-01,003B,31f46ae2-5c42,4.0,Land,Pending,1e31847b-ea38-4263
b80abec3-65c6,2023-12-04,002P,2875ae58-c0f0,9.0,Air,Delivered,2b80755b-27f1-41e8
951cfeac-1a37,2023-09-01,003C,5a780278-0bda,4.0,Sea,Delivered,72bcf3f0-578a-4015
1cbbd284-330b,2023-06-18,006P,22eeba18-8e6d,10.0,Air,In Transit,11059a3f-603c-46e0
270ae0ec-6eba,2024-04-24,006P,40e87539-1de2,3.0,Land,Pending,96f71c16-4985-4555
f559410c-d1e1,2023-10-01,001P,2886e51f-2d01,0.0,Air,Delayed,b2e58dc7-90e3-44c2
2866a757-b22e,2024-01-16,003B,a903b4b1-71f0,0.0,Land,Delayed,13073f7e-b44b-428a
358155b7-626c,2024-03-25,003B,3dc5be21-7d7a,7.0,Land,In Transit,fc10b724-f313-426a
f0ddf494-c0f7,2023-08-15,001C,bbfc22c4-488e,0.0,Sea,Delayed,b0fa9e9b-2859-422e
cc5decd1-ebc1,2023-10-28,003B,b3ff1aba-8a85,1.0,Sea,In Transit,23900204-9aeb-4d1a
0084171c-ef8d,2023-07-26,003B,8b31a33b-93c1,,Land,Delivered,d69dac39-d26a-43d1
6ee2d935-b36d,2023-10-31,006P,31d1a8e1-887d,3.0,Air,Delivered,aa73a038-6299-462e
05fc4511-6210,2024-02-24,001C,6ced878a-ad76,16.0,Land,Delivered,e365a38f-d9e0-4843
56676b2b-fe65,2024-01-07,003B,88f1cda7-3b9a,1.0,Air,Delivered,df573ee9-16a1-473e
258915dd-61ed,2023-07-20,004U,2b4e92c2-4a4b,2.0,Sea,Delivered,9aa25884-2e2e-4286
a2118bb4-e7c1,2023-09-22,001C,c69ac34d-c22b,5.0,Air,Delivered,ad2b93cc-a1a3-4c67
eef68437-abec,2023-09-25,002P,85e67699-84ff,7.0,Land,Pending,b4513d9a-424f-40cd
6dcae4e7-517c,2023-10-17,002P,4d3b226a-15f0,3.0,Land,Pending,aca50928-4faf-4baf
775b7269-e493,2024-01-08,002P,80acbcd1-cdc2,4.0,Land,In Transit,f24c97af-c03e-4b59
5ea1a165-0a79,2023-11-09,006P,f5f5acb4-6bfc,1.0,Land,Pending,b6080021-6011-4c5b
a5a6f1e3-b9be,2023-09-02,001C,a8a58be9-71b9,0.0,Air,Delayed,0eccc217-8751-4aed
5beb01cb-e65d,2024-04-24,001E,ad4406ed-a813,1.0,Land,Delivered,0ab322ff-7835-4a4e
4652c481-07ef,2023-06-24,003C,b57eb94c-e7b1,7.0,Air,Delivered,b4a87c79-b906-4caa
d31cb776-153e,2023-10-26,001E,845c35c9-4bef,0.0,Air,Delayed,f7d160c0-06a0-4329
fa8912aa-7844,2024-04-04,002P,d7f4b7e3-4981,2.0,Air,Delivered,2756ba92-a802-4d3a
2bbcbbfa-a1af,2023-06-09,005M,b7fd5179-d284,17.0,Air,In Transit,2057c4c4-76d6-4392
85a1d490-d839,2023-06-19,001E,429bbc28-2179,0.0,Land,Delayed,e8511baa-07dd-484d
9a55d721-9acf,2024-02-22,005M,b8f5aa2a-dfe2,,Sea,Delivered,a17ca755-0784-476e
3fe48f55-f683,2024-04-23,006P,6d073226-0c61,7.0,Sea,Pending,cc8ac7eb-5848-4c63
8a15237e-2d54,2024-02-23,003C,80cc0867-da3d,0.0,Land,Delayed,d85c86ea-d6d8-42ec
dfb23270-6a81,2024-01-22,001E,098e97a4-5559,0.0,Land,Delayed,a1944f59-0f6d-4c92
9eca3058-4bab,2023-12-11,005M,6dbc3dd5-53bc,8.0,Land,In Transit,c367cd4c-a18f-4da7
82804020-7bbb,2024-04-17,001E,1a405c63-7408,8.0,Land,Pending,67e1b068-0eb4-472b
efe03d6f-85da,2023-08-20,001E,2281bf6b-9c93,2.0,Air,In Transit,adcb5a57-45a9-4232
22ceb2d4-9f72,2023-11-06,001P,66422eaa-9300,,Land,Pending,f5244f2a-ff7d-4540
e6204bd1-b09e,2023-08-02,003C,a80d0432-1891,1.0,Land,Delivered,6803ea16-b682-47ed
f629ca1b-8fc0,2023-08-31,006P,bb981e8c-9437,1.0,Sea,Pending,ec70bb46-1e32-49d3
86c12f0e-46e3,2024-02-02,001P,3724981e-807f,6.0,Sea,Pending,69cee3fc-9104-4ca1
c28d59e1-519f,2024-04-07,004U,e235ecd6-1eeb,0.0,Land,Delayed,edc30bb3-543e-40a1
13ba9eb3-9c0f,2024-03-08,003C,2747fad0-ce9b,1.0,Sea,Delivered,7d75be68-cb6e-4f19
197ab296-a6d7,2024-04-28,006P,bff85231-b269,13.0,Air,Delivered,ef921585-c76a-476c
17120d83-a816,2023-12-16,004U,fc42f283-a92f,4.0,Air,Pending,a146b82a-ef33-413d
45919f6c-1260,2024-02-10,001E,b44a2946-7d0e,0.0,Sea,Delayed,4da77a11-33bb-4ec0
f9db65e1-58a1,2023-10-09,002P,a5a2d07c-748a,7.0,Land,Delivered,915a79b5-a995-467e
a029b7c2-a5bb,2023-08-05,001P,54d00fac-4613,15.0,Land,Pending,b2dae6b3-7e1c-4824
c39b18b2-5d2d,2023-08-11,004U,84da0733-e24e,16.0,Land,Pending,4341ca3b-1078-4c26
14eeb751-e3da,2023-12-09,006P,a42ca6b3-0241,0.0,Land,Delayed,5253e6c0-19ee-48d4
5cbd4989-7a99,2023-07-19,001C,b7cf223f-c6ad,9.0,Sea,Pending,bd81e19a-76ab-4f99
149d5b52-749a,2023-10-24,001C,cd892a0e-0cca,,Sea,Delivered,376bcd48-fe1a-400a
2c38ee5f-c66f,2023-12-30,006P,4fa28fea-bef8,10.0,Land,Pending,55b9787a-4293-4f78
d20625e6-7c26,2023-08-11,003C,2d26586a-58f6,0.0,Sea,Delayed,27bad3db-facb-438d
d3eb258a-133c,2023-07-21,002P,5aaf5d2c-5345,0.0,Sea,Delayed,140ace58-ad79-4d18
cd1a4729-4bf2,2024-01-20,005M,555c4264-c354,1.0,Land,Delivered,6a64e52a-b472-4545
8bcf1c99-6abc,2023-06-11,001C,5577600b-2c9a,0.0,Sea,Delayed,cef7d98f-e1c5-4f39
67fa1857-cc9c,2023-09-25,002P,d374f846-dadf,,Sea,In Transit,c07b58f9-cdab-471f
b0a02dc7-e873,2023-11-23,005M,00548fa9-678a,5.0,Air,In Transit,75f7e733-8777-4012
3a76148b-90ce,2023-11-23,001E,2acc3341-5cdc,0.0,Air,Delayed,814cef92-667e-4b16
120c4fad-9b7c,2024-03-09,006P,c9758311-6acd,2.0,Air,Delivered,201dfa47-a48a-4fb9
e84b1ed2-c595,2024-02-05,003B,7171e104-4c7c,1.0,Air,Delivered,2aab7869-30ce-4318
6b50760c-8801,2023-08-27,005M,e7119893-3cd1,1.0,Air,In Transit,ec906890-e971-4cd2
80770c13-5cc4,2024-01-07,001C,004e0f3a-17ec,1.0,Sea,Delivered,2ee7930c-c1a7-4114
c54f084b-d995,2023-07-06,001E,f4113cfe-7d9f,12.0,Air,Pending,ef676ecd-d1a8-49bf
36fb185b-f6ac,2024-03-25,001E,32a76d0a-d05b,7.0,Sea,Pending,3ef5f656-0fcf-46c3
3ca6ff21-821d,2023-06-20,001P,a9cc3a64-1e53,10.0,Air,Pending,c1469552-cbdd-447f
de5c3e5e-19b8,2023-08-28,003C,3d63783a-32a9,8.0,Sea,Delivered,bfade6ee-9606-416e
0e1d8c13-3cea,2023-07-16,001P,2df3dfb4-9c33,,Land,In Transit,52c54109-7aea-4972
8fc399e2-e7da,2023-09-03,005M,af32df16-b283,11.0,Land,Delivered,5ad3da6d-6cc6-45b0
f264ccad-dc5d,2024-02-25,003B,00ea3942-f6eb,4.0,Land,Pending,4add42ae-d965-4321
d4ba9743-ac8c,2023-06-20,002P,af24389b-581f,6.0,Land,Delivered,3b755d62-8272-4a1a
e613df3a-2fe9,2024-03-25,003C,a3e89685-5a95,18.0,Sea,Pending,93b64fa1-3362-402b
b4b89384-d67f,2023-11-15,001E,b1361828-c924,4.0,Land,In Transit,32056d55-03b4-480e
50504067-f30e,2023-09-30,002P,53b97ae3-63ef,8.0,Land,Pending,47c42090-cb8d-4100
07508290-1266,2023-12-08,002P,b27c6dbd-c7a3,4.0,Land,Pending,a8db0966-fc82-4cf7
a0503066-0132,2024-04-22,001P,90f0351a-ddaa,5.0,Sea,Delivered,5058a40c-29ba-4594
1a37cfad-f6d6,2023-07-06,001C,05843919-b087,2.0,Air,In Transit,bf211ede-a6ad-4af2
3682a7cb-acc4,2024-03-17,003C,df0f1196-3a2d,2.0,Sea,Pending,f626607f-34f9-4dd3
574f48d9-c559,2023-11-07,001E,26adc7d9-876c,8.0,Air,In Transit,b5017143-254d-4c79
e2c72e22-49d0,2023-06-15,003B,f075d4ac-3ff1,5.0,Air,Delivered,9584d18a-917b-4d9f
2d02fb10-f4f6,2023-12-07,002P,cfce45bc-bbec,6.0,Air,In Transit,c032fb0c-8065-4358
c3a138c9-a587,2023-07-03,005M,40bd0b74-4971,5.0,Air,Pending,1fad9b0d-56ee-44cf
2b7d28ba-f923,2023-08-26,006P,53ecc068-2167,7.0,Land,In Transit,d1f32c16-d6c7-4ef1
69528b57-349a,2024-01-27,001C,0bd9cf43-c2c6,,Sea,In Transit,183f3b2a-a356-40b1
72ccc7f1-3829,2023-06-07,001E,f03aecb8-3262,3.0,Sea,Pending,87e8363d-cb35-4c99
332676a1-0df5,2023-12-17,001P,90534884-cea7,0.0,Land,Delayed,61a94e89-892d-48d9
3d79991c-f5c8,2024-04-16,003C,0927050d-2be7,16.0,Air,Pending,2f141868-90b5-4a45
2cb8ca15-b73f,2023-10-20,004U,40d7f7a4-0b9e,0.0,Land,Delayed,6300a4f7-ab92-49e0
4806a2f5-9e8b,2024-01-21,001C,de64697f-d79a,1.0,Land,Delivered,6f42e49f-5441-43e5
3dbf3b81-8f02,2023-06-15,003C,f7b954a0-70cd,6.0,Air,Delivered,62fd5924-3c73-411c
530f8bda-a8dd,2023-07-06,001P,ca127e6d-b2b2,0.0,Air,Delayed,9f55d664-8887-4fc7
5cb86a9c-9c73,2024-03-25,003C,accd352d-6525,1.0,Air,Delivered,eb910db7-e017-4858
0eada19c-eb55,2023-11-16,003B,d653deef-da8f,0.0,Air,Delayed,39fadef0-c32f-428d
2f68d1ec-8f85,2023-09-12,002P,a5d8031e-0d7d,0.0,Air,Delayed,6f8f77d8-14ba-41cf
6f51d88a-6f2e,2023-10-26,001E,7be2d368-1196,5.0,Air,In Transit,830120af-cdaa-44ab
3c3eb39f-73d1,2023-10-29,002P,e404ac2b-d033,0.0,Sea,Delayed,a68aa655-e9ac-4b8c
4d214843-fed7,2023-09-04,001P,66c40eac-b41e,5.0,Land,In Transit,a32fd4ed-ed48-46b5
3059392c-b1da,2024-04-06,006P,89b492e8-97b2,1.0,Sea,Pending,6bd14462-0a53-4579
aa91d1df-28cd,2024-02-19,002P,31c98a32-569d,0.0,Land,Delayed,32b8f4a6-f02f-4fff
e8c48dd8-c4ef,2023-12-22,006P,330a1457-332f,0.0,Sea,Delayed,03848d94-bf24-42df
